ENST00000450305	ENSG00000223972
ENST00000427111	ENSG00000237248
ENST00000538219	ENSG00000256427
ENST00000539757	ENSG00000111788
ENST00000543664	ENSG00000255753
ENST00000567749	ENSG00000260423
ENST00000540982	ENSG00000256673
ENST00000621330	ENSG00000278635
ENST00000432996	ENSG00000214826
ENST00000640129	ENSG00000214776
ENST00000518709	ENSG00000214776
ENST00000545710	ENSG00000256975
ENST00000580721	ENSG00000266633
ENST00000229402	ENSG00000111796
ENST00000426641	ENSG00000233719
ENST00000537668	ENSG00000256594
ENST00000261340	ENSG00000069493
ENST00000290855	ENSG00000069493
ENST00000545918	ENSG00000069493
ENST00000543300	ENSG00000069493
ENST00000261339	ENSG00000069493
ENST00000396690	ENSG00000213443
ENST00000541404	ENSG00000256582
ENST00000621400	ENSG00000184293
ENST00000327839	ENSG00000184293
ENST00000228434	ENSG00000110848
ENST00000536709	ENSG00000110848
ENST00000543168	ENSG00000256912
ENST00000617793	ENSG00000150045
ENST00000617889	ENSG00000150045
ENST00000279545	ENSG00000150045
ENST00000354855	ENSG00000150045
ENST00000537723	ENSG00000150045
ENST00000228438	ENSG00000110852
ENST00000538152	ENSG00000110852
ENST00000535540	ENSG00000256797
ENST00000339766	ENSG00000188393
ENST00000455827	ENSG00000188393
ENST00000412084	ENSG00000225231
ENST00000420905	ENSG00000231560
ENST00000355690	ENSG00000172322
ENST00000304361	ENSG00000172322
ENST00000434319	ENSG00000172322
ENST00000350667	ENSG00000172322
ENST00000428126	ENSG00000165682
ENST00000298527	ENSG00000165682
ENST00000348658	ENSG00000165682
ENST00000396502	ENSG00000256660
ENST00000338896	ENSG00000256660
ENST00000355819	ENSG00000197992
ENST00000538284	ENSG00000256626
ENST00000315330	ENSG00000150048
ENST00000457018	ENSG00000150048
ENST00000420265	ENSG00000150048
ENST00000406003	ENSG00000255734
ENST00000353231	ENSG00000172243
ENST00000298523	ENSG00000172243
ENST00000396484	ENSG00000172243
ENST00000304084	ENSG00000172243
ENST00000533022	ENSG00000172243
ENST00000310002	ENSG00000172243
ENST00000525605	ENSG00000172243
ENST00000309539	ENSG00000173391
ENST00000544577	ENSG00000173391
ENST00000543993	ENSG00000173391
ENST00000545927	ENSG00000173391
ENST00000432556	ENSG00000173391
ENST00000381923	ENSG00000165685
ENST00000298530	ENSG00000165685
ENST00000266458	ENSG00000139112
ENST00000421801	ENSG00000139112
ENST00000544284	ENSG00000139112
ENST00000545047	ENSG00000139112
ENST00000629504	ENSG00000139112
ENST00000543602	ENSG00000139112
ENST00000545887	ENSG00000139112
ENST00000546017	ENSG00000139112
ENST00000535576	ENSG00000139112
ENST00000539170	ENSG00000139112
ENST00000381908	ENSG00000134539
ENST00000350274	ENSG00000134539
ENST00000336164	ENSG00000134539
ENST00000543420	ENSG00000134539
ENST00000543777	ENSG00000134539
ENST00000539009	ENSG00000256288
ENST00000535911	ENSG00000256155
ENST00000240618	ENSG00000213809
ENST00000540818	ENSG00000213809
ENST00000539300	ENSG00000255819
ENST00000309384	ENSG00000183542
ENST00000396439	ENSG00000205810
ENST00000381903	ENSG00000205810
ENST00000539033	ENSG00000255641
ENST00000381902	ENSG00000205809
ENST00000619500	ENSG00000205809
ENST00000381901	ENSG00000205809
ENST00000536833	ENSG00000205809
ENST00000536188	ENSG00000134545
ENST00000359151	ENSG00000134545
ENST00000408006	ENSG00000134545
ENST00000347831	ENSG00000134545
ENST00000544822	ENSG00000134545
ENST00000322446	ENSG00000180574
ENST00000538173	ENSG00000180574
ENST00000537614	ENSG00000257016
ENST00000544591	ENSG00000256039
ENST00000503499	ENSG00000256667
ENST00000320756	ENSG00000111196
ENST00000539554	ENSG00000111196
ENST00000625272	ENSG00000111196
ENST00000075503	ENSG00000060140
ENST00000279550	ENSG00000060138
ENST00000228251	ENSG00000060138
ENST00000541949	ENSG00000256888
ENST00000412576	ENSG00000235930
ENST00000240687	ENSG00000121377
ENST00000240615	ENSG00000121314
ENST00000240691	ENSG00000121381
ENST00000543626	ENSG00000231887
ENST00000428168	ENSG00000231887
ENST00000539853	ENSG00000231887
ENST00000240619	ENSG00000121318
ENST00000541449	ENSG00000256651
ENST00000536668	ENSG00000275778
ENST00000544994	ENSG00000111215
ENST00000228811	ENSG00000111215
ENST00000535024	ENSG00000111215
ENST00000540107	ENSG00000111215
ENST00000542513	ENSG00000256682
ENST00000390677	ENSG00000212128
ENST00000381847	ENSG00000134551
ENST00000396400	ENSG00000134551
ENST00000537503	ENSG00000212127
ENST00000390674	ENSG00000212125
ENST00000506868	ENSG00000212126
ENST00000538986	ENSG00000255837
ENST00000390673	ENSG00000212124
ENST00000390675	ENSG00000256436
ENST00000601123	ENSG00000268301
ENST00000541376	ENSG00000256019
ENST00000533467	ENSG00000226761
ENST00000422992	ENSG00000256274
ENST00000531678	ENSG00000255374
ENST00000542637	ENSG00000256400
ENST00000539585	ENSG00000256188
ENST00000535136	ENSG00000256981
ENST00000622602	ENSG00000256537
ENST00000334266	ENSG00000186136
ENST00000542152	ENSG00000256657
ENST00000612592	ENSG00000275119
ENST00000381842	ENSG00000197870
ENST00000538488	ENSG00000197870
ENST00000279575	ENSG00000230657
ENST00000621732	ENSG00000230657
ENST00000535904	ENSG00000230657
ENST00000445719	ENSG00000230657
ENST00000545626	ENSG00000251655
ENST00000500254	ENSG00000251655
ENST00000546254	ENSG00000251655
ENST00000389362	ENSG00000121335
ENST00000453927	ENSG00000237303
ENST00000614709	ENSG00000278654
ENST00000620115	ENSG00000277705
ENST00000603334	ENSG00000270863
ENST00000614160	ENSG00000274551
ENST00000536492	ENSG00000256237
ENST00000408201	ENSG00000221128
ENST00000499291	ENSG00000247157
ENST00000396373	ENSG00000139083
ENST00000589718	ENSG00000121380
ENST00000586576	ENSG00000121380
ENST00000308721	ENSG00000121380
ENST00000396367	ENSG00000121380
ENST00000266434	ENSG00000121380
ENST00000539347	ENSG00000198134
ENST00000261349	ENSG00000070018
ENST00000543091	ENSG00000070018
ENST00000472093	ENSG00000242405
ENST00000604544	ENSG00000270857
ENST00000535902	ENSG00000111261
ENST00000396349	ENSG00000111261
ENST00000545735	ENSG00000111261
ENST00000494341	ENSG00000243141
ENST00000381800	ENSG00000205791
ENST00000542728	ENSG00000165714
ENST00000314565	ENSG00000165714
ENST00000298571	ENSG00000165714
ENST00000605743	ENSG00000271370
ENST00000298573	ENSG00000111266
ENST00000228862	ENSG00000111266
ENST00000544086	ENSG00000255670
ENST00000483524	ENSG00000240424
ENST00000228865	ENSG00000111269
ENST00000605378	ENSG00000271215
ENST00000619780	ENSG00000275963
ENST00000540510	ENSG00000183150
ENST00000332427	ENSG00000183150
ENST00000539988	ENSG00000257004
ENST00000228872	ENSG00000111276
ENST00000396340	ENSG00000111276
ENST00000326765	ENSG00000178878
ENST00000356591	ENSG00000178878
ENST00000385248	ENSG00000207983
ENST00000603161	ENSG00000270296
ENST00000352940	ENSG00000213782
ENST00000358007	ENSG00000213782
ENST00000464893	ENSG00000242329
ENST00000475592	ENSG00000241352
ENST00000459725	ENSG00000234498
ENST00000014914	ENSG00000013588
ENST00000385082	ENSG00000207817
ENST00000228887	ENSG00000111291
ENST00000396333	ENSG00000111291
ENST00000014930	ENSG00000013583
ENST00000536942	ENSG00000013583
ENST00000538670	ENSG00000183935
ENST00000543321	ENSG00000255621
ENST00000482174	ENSG00000243129
ENST00000197268	ENSG00000084444
ENST00000337630	ENSG00000111305
ENST00000396302	ENSG00000111305
ENST00000457134	ENSG00000111305
ENST00000432710	ENSG00000111305
ENST00000537302	ENSG00000111305
ENST00000351606	ENSG00000111305
ENST00000256951	ENSG00000134531
ENST00000431267	ENSG00000134531
ENST00000544053	ENSG00000134531
ENST00000396301	ENSG00000134531
ENST00000537612	ENSG00000134531
ENST00000318426	ENSG00000180861
ENST00000531049	ENSG00000180861
ENST00000609686	ENSG00000273079
ENST00000621825	ENSG00000277935
ENST00000516636	ENSG00000252445
ENST00000546187	ENSG00000256346
ENST00000544546	ENSG00000227760
ENST00000538329	ENSG00000256084
ENST00000535821	ENSG00000255763
ENST00000541815	ENSG00000255749
ENST00000495304	ENSG00000244573
ENST00000261168	ENSG00000171681
ENST00000543189	ENSG00000171681
ENST00000536444	ENSG00000171681
ENST00000544627	ENSG00000171681
ENST00000540793	ENSG00000171681
ENST00000240617	ENSG00000121316
ENST00000261170	ENSG00000070019
ENST00000539745	ENSG00000197837
ENST00000544848	ENSG00000246705
ENST00000261167	ENSG00000084463
ENST00000330828	ENSG00000182993
ENST00000316048	ENSG00000179256
ENST00000228936	ENSG00000111339
ENST00000539261	ENSG00000111341
ENST00000228938	ENSG00000111341
ENST00000266397	ENSG00000139055
ENST00000540097	ENSG00000139055
ENST00000228945	ENSG00000111348
ENST00000541644	ENSG00000111348
ENST00000541546	ENSG00000111348
ENST00000266395	ENSG00000139053
ENST00000542689	ENSG00000255727
ENST00000256953	ENSG00000134533
ENST00000538313	ENSG00000134533
ENST00000536465	ENSG00000134533
ENST00000546331	ENSG00000134533
ENST00000537647	ENSG00000134533
ENST00000541243	ENSG00000255660
ENST00000428182	ENSG00000256283
ENST00000281171	ENSG00000151490
ENST00000543886	ENSG00000151490
ENST00000348962	ENSG00000151490
ENST00000442921	ENSG00000151490
ENST00000542557	ENSG00000151490
ENST00000445537	ENSG00000151490
ENST00000544244	ENSG00000151490
ENST00000469884	ENSG00000243916
ENST00000543523	ENSG00000151491
ENST00000281172	ENSG00000151491
ENST00000543612	ENSG00000151491
ENST00000540613	ENSG00000151491
ENST00000542903	ENSG00000151491
ENST00000544015	ENSG00000255565
ENST00000544148	ENSG00000256627
ENST00000545999	ENSG00000256953
ENST00000025399	ENSG00000023734
ENST00000419869	ENSG00000023734
ENST00000428559	ENSG00000023697
ENST00000532964	ENSG00000023697
ENST00000526530	ENSG00000023697
ENST00000541727	ENSG00000256134
ENST00000344941	ENSG00000188991
ENST00000010404	ENSG00000008394
ENST00000396210	ENSG00000008394
ENST00000535309	ENSG00000008394
ENST00000540056	ENSG00000008394
ENST00000396209	ENSG00000008394
ENST00000396207	ENSG00000008394
ENST00000537175	ENSG00000256238
ENST00000401104	ENSG00000215923
ENST00000540992	ENSG00000256450
ENST00000616247	ENSG00000048540
ENST00000261169	ENSG00000048540
ENST00000541295	ENSG00000048540
ENST00000354662	ENSG00000048540
ENST00000441439	ENSG00000048540
ENST00000447609	ENSG00000048540
ENST00000320122	ENSG00000048540
ENST00000540848	ENSG00000048540
ENST00000535535	ENSG00000048540
ENST00000537304	ENSG00000048540
ENST00000534946	ENSG00000048540
ENST00000540445	ENSG00000048540
ENST00000541846	ENSG00000048540
ENST00000637435	ENSG00000283240
ENST00000418574	ENSG00000255871
ENST00000444513	ENSG00000256211
ENST00000325349	ENSG00000213235
ENST00000481703	ENSG00000242991
ENST00000536820	ENSG00000256896
ENST00000545713	ENSG00000256756
ENST00000540399	ENSG00000256994
ENST00000539105	ENSG00000256389
ENST00000229002	ENSG00000111404
ENST00000538724	ENSG00000111404
ENST00000536890	ENSG00000111404
ENST00000535651	ENSG00000139144
ENST00000538779	ENSG00000139144
ENST00000433979	ENSG00000139144
ENST00000266497	ENSG00000139144
ENST00000543144	ENSG00000255892
ENST00000535964	ENSG00000255960
ENST00000543668	ENSG00000256138
ENST00000534932	ENSG00000139151
ENST00000538330	ENSG00000139151
ENST00000266505	ENSG00000139151
ENST00000539875	ENSG00000139151
ENST00000396338	ENSG00000255993
ENST00000317658	ENSG00000177938
ENST00000480903	ENSG00000227525
ENST00000502742	ENSG00000256844
ENST00000540972	ENSG00000052126
ENST00000429027	ENSG00000052126
ENST00000539256	ENSG00000052126
ENST00000299275	ENSG00000052126
ENST00000538714	ENSG00000052126
ENST00000424268	ENSG00000052126
ENST00000541908	ENSG00000139154
ENST00000398864	ENSG00000139154
ENST00000266508	ENSG00000139154
ENST00000360995	ENSG00000139154
ENST00000543528	ENSG00000255909
ENST00000603848	ENSG00000271462
ENST00000359165	ENSG00000245205
ENST00000498395	ENSG00000240328
ENST00000535764	ENSG00000255910
ENST00000414406	ENSG00000256849
ENST00000408752	ENSG00000221679
ENST00000536666	ENSG00000256287
ENST00000543778	ENSG00000256499
ENST00000359062	ENSG00000172572
ENST00000254302	ENSG00000131982
ENST00000540175	ENSG00000256663
ENST00000540354	ENSG00000139155
ENST00000266509	ENSG00000139155
ENST00000545604	ENSG00000139155
ENST00000545102	ENSG00000139155
ENST00000381545	ENSG00000111700
ENST00000261196	ENSG00000111700
ENST00000381541	ENSG00000257046
ENST00000540229	ENSG00000257046
ENST00000545978	ENSG00000256157
ENST00000421593	ENSG00000205754
ENST00000590779	ENSG00000257062
ENST00000256958	ENSG00000134538
ENST00000307378	ENSG00000084453
ENST00000458504	ENSG00000084453
ENST00000539393	ENSG00000121351
ENST00000240652	ENSG00000121351
ENST00000542023	ENSG00000121351
ENST00000240651	ENSG00000121350
ENST00000538582	ENSG00000121350
ENST00000540463	ENSG00000256021
ENST00000444129	ENSG00000004700
ENST00000421138	ENSG00000004700
ENST00000542038	ENSG00000111711
ENST00000540141	ENSG00000111711
ENST00000229314	ENSG00000111711
ENST00000631252	ENSG00000111711
ENST00000256969	ENSG00000134548
ENST00000261195	ENSG00000111713
ENST00000396076	ENSG00000111716
ENST00000350669	ENSG00000111716
ENST00000240662	ENSG00000121361
ENST00000261200	ENSG00000069431
ENST00000261201	ENSG00000069431
ENST00000326684	ENSG00000069431
ENST00000538350	ENSG00000069431
ENST00000636888	ENSG00000069431
ENST00000621589	ENSG00000069431
ENST00000541534	ENSG00000255627
ENST00000229329	ENSG00000111726
ENST00000396037	ENSG00000111728
ENST00000404299	ENSG00000111728
ENST00000381424	ENSG00000111728
ENST00000536786	ENSG00000256714
ENST00000333957	ENSG00000111731
ENST00000446597	ENSG00000111731
ENST00000536386	ENSG00000111731
ENST00000396028	ENSG00000111731
ENST00000542676	ENSG00000111731
ENST00000545552	ENSG00000111731
ENST00000543604	ENSG00000256973
ENST00000542742	ENSG00000256371
ENST00000535801	ENSG00000256774
ENST00000508615	ENSG00000250166
ENST00000266517	ENSG00000139163
ENST00000335148	ENSG00000139163
ENST00000413794	ENSG00000256995
ENST00000536744	ENSG00000256995
ENST00000628326	ENSG00000256995
ENST00000538317	ENSG00000256995
ENST00000540895	ENSG00000256995
ENST00000540994	ENSG00000256995
ENST00000625240	ENSG00000256995
ENST00000478056	ENSG00000241451
ENST00000537293	ENSG00000256923
ENST00000545400	ENSG00000256321
ENST00000541161	ENSG00000256353
ENST00000538297	ENSG00000115934
ENST00000546136	ENSG00000134532
ENST00000381381	ENSG00000134532
ENST00000451604	ENSG00000134532
ENST00000537393	ENSG00000134532
ENST00000541536	ENSG00000134532
ENST00000396007	ENSG00000134532
ENST00000545921	ENSG00000134532
ENST00000541847	ENSG00000134532
ENST00000441133	ENSG00000134532
ENST00000401373	ENSG00000216192
ENST00000540811	ENSG00000255864
ENST00000456299	ENSG00000255864
ENST00000538905	ENSG00000255864
ENST00000539583	ENSG00000256120
ENST00000483544	ENSG00000197503
ENST00000542108	ENSG00000256852
ENST00000471411	ENSG00000244662
ENST00000536131	ENSG00000255745
ENST00000261192	ENSG00000060982
ENST00000538118	ENSG00000060982
ENST00000342945	ENSG00000060982
ENST00000539282	ENSG00000060982
ENST00000539780	ENSG00000060982
ENST00000599478	ENSG00000268865
ENST00000396004	ENSG00000213736
ENST00000623395	ENSG00000226397
ENST00000549262	ENSG00000226397
ENST00000636465	ENSG00000118308
ENST00000354454	ENSG00000118308
ENST00000548766	ENSG00000118308
ENST00000547044	ENSG00000118308
ENST00000555897	ENSG00000258546
ENST00000354189	ENSG00000118307
ENST00000395987	ENSG00000118307
ENST00000320267	ENSG00000118307
ENST00000395990	ENSG00000118307
ENST00000545133	ENSG00000118307
ENST00000381356	ENSG00000205707
ENST00000557540	ENSG00000205707
ENST00000555711	ENSG00000205707
ENST00000556885	ENSG00000205707
ENST00000554266	ENSG00000205707
ENST00000556351	ENSG00000205707
ENST00000556927	ENSG00000205707
ENST00000556402	ENSG00000205707
ENST00000553788	ENSG00000205707
ENST00000311936	ENSG00000133703
ENST00000557334	ENSG00000133703
ENST00000256078	ENSG00000133703
ENST00000556131	ENSG00000133703
ENST00000594112	ENSG00000268076
ENST00000480211	ENSG00000241846
ENST00000282881	ENSG00000152936
ENST00000539744	ENSG00000152936
ENST00000458174	ENSG00000152936
ENST00000445693	ENSG00000152936
ENST00000413632	ENSG00000152936
ENST00000538746	ENSG00000256079
ENST00000545422	ENSG00000255988
ENST00000536949	ENSG00000256686
ENST00000543961	ENSG00000255725
ENST00000545704	ENSG00000256440
ENST00000544399	ENSG00000256256
ENST00000381352	ENSG00000123094
ENST00000405154	ENSG00000123094
ENST00000615708	ENSG00000123094
ENST00000542865	ENSG00000123094
ENST00000541490	ENSG00000123094
ENST00000282884	ENSG00000123094
ENST00000611440	ENSG00000123094
ENST00000242728	ENSG00000123095
ENST00000540266	ENSG00000123096
ENST00000422622	ENSG00000123096
ENST00000242729	ENSG00000123096
ENST00000535504	ENSG00000123096
ENST00000539552	ENSG00000255858
ENST00000381340	ENSG00000123104
ENST00000242737	ENSG00000123104
ENST00000541141	ENSG00000256640
ENST00000261191	ENSG00000064102
ENST00000229395	ENSG00000111790
ENST00000546072	ENSG00000111790
ENST00000327214	ENSG00000111790
ENST00000343028	ENSG00000064115
ENST00000580797	ENSG00000265012
ENST00000546323	ENSG00000152944
ENST00000282892	ENSG00000152944
ENST00000620519	ENSG00000275764
ENST00000429849	ENSG00000214700
ENST00000603769	ENSG00000271418
ENST00000538920	ENSG00000256226
ENST00000540595	ENSG00000256226
ENST00000545069	ENSG00000256625
ENST00000389032	ENSG00000211455
ENST00000544915	ENSG00000029153
ENST00000395901	ENSG00000029153
ENST00000546179	ENSG00000029153
ENST00000311001	ENSG00000029153
ENST00000261178	ENSG00000029153
ENST00000266503	ENSG00000029153
ENST00000542388	ENSG00000029153
ENST00000298876	ENSG00000165935
ENST00000416383	ENSG00000165935
ENST00000535986	ENSG00000165935
ENST00000542842	ENSG00000257037
ENST00000545334	ENSG00000110841
ENST00000537927	ENSG00000110841
ENST00000318304	ENSG00000110841
ENST00000535047	ENSG00000110841
ENST00000542629	ENSG00000110841
ENST00000228425	ENSG00000110841
ENST00000506925	ENSG00000248100
ENST00000538759	ENSG00000256056
ENST00000542428	ENSG00000256557
ENST00000310791	ENSG00000174236
ENST00000418882	ENSG00000230519
ENST00000538640	ENSG00000256504
ENST00000081029	ENSG00000061794
ENST00000538315	ENSG00000061794
ENST00000381273	ENSG00000205693
ENST00000381271	ENSG00000087448
ENST00000545989	ENSG00000256378
ENST00000395872	ENSG00000087494
ENST00000545234	ENSG00000087494
ENST00000539239	ENSG00000087494
ENST00000538310	ENSG00000087494
ENST00000201015	ENSG00000087494
ENST00000535992	ENSG00000087494
ENST00000395868	ENSG00000087494
ENST00000539107	ENSG00000123106
ENST00000545336	ENSG00000123106
ENST00000381259	ENSG00000123106
ENST00000457963	ENSG00000255951
ENST00000463466	ENSG00000244712
ENST00000537327	ENSG00000256513
ENST00000614376	ENSG00000278687
ENST00000410549	ENSG00000222481
ENST00000553075	ENSG00000257258
ENST00000536681	ENSG00000064763
ENST00000182377	ENSG00000064763
ENST00000547116	ENSG00000064763
ENST00000360150	ENSG00000087502
ENST00000611644	ENSG00000087502
ENST00000318184	ENSG00000187950
ENST00000256062	ENSG00000133687
ENST00000551659	ENSG00000133687
ENST00000552618	ENSG00000133687
ENST00000539277	ENSG00000133687
ENST00000480369	ENSG00000242986
ENST00000618803	ENSG00000276431
ENST00000549055	ENSG00000257262
ENST00000552182	ENSG00000257756
ENST00000551202	ENSG00000257756
ENST00000551287	ENSG00000257756
ENST00000546558	ENSG00000257932
